term1,term2,foodb_public_id,snomedct_disease,is_cause,is_treat,relation
honey,colorectal cancer,FOOD00626,SNOMEDCT_US_2020_09_01:93854002,0,5,treat
honey,eczema,FOOD00626,SNOMEDCT_US_2020_09_01:238538009,0,3,treat
honey,metabolic syndrome,FOOD00626,SNOMEDCT_US_2020_09_01:75934005,0,6,treat
honey,psoriasis,FOOD00626,SNOMEDCT_US_2020_09_01:156369008,0,3,treat
honey,stroke,FOOD00626,SNOMEDCT_US_2020_09_01:266312006,0,2,treat
honey,type 2 diabetes,FOOD00626,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
honey,urinary tract infections,FOOD00626,SNOMEDCT_US_2020_09_01:197833009,0,3,treat
ipomoea batatas,hyperglycemia,FOOD00092,SNOMEDCT_US_2020_09_01:144187006,0,4,treat
ipomoea batatas,type 2 diabetes,FOOD00092,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
ipomoea batatas,type 2 diabetes mellitus,FOOD00092,SNOMEDCT_US_2020_09_01:44054006,0,3,treat
kefir,metabolic syndrome,FOOD00691,SNOMEDCT_US_2020_09_01:75934005,0,2,treat
kiwi,hypertension,FOOD00004,SNOMEDCT_US_2020_09_01:38341003,0,8,treat
lemon,Alzheimer's disease,FOOD00054,SNOMEDCT_US_2020_09_01:73768007,0,3,treat
lemon,allergic rhinitis,FOOD00054,SNOMEDCT_US_2020_09_01:38103000,0,2,treat
lemon,asthma,FOOD00054,SNOMEDCT_US_2020_09_01:187687003,0,2,treat
lemon,gastritis,FOOD00054,SNOMEDCT_US_2020_09_01:155711008,0,2,treat
lemon,gastroesophageal reflux,FOOD00054,SNOMEDCT_US_2020_09_01:235595009,0,2,treat
lemon,pneumonia,FOOD00054,SNOMEDCT_US_2020_09_01:266391003,0,10,treat
lemon,pulmonary fibrosis,FOOD00054,SNOMEDCT_US_2020_09_01:155613001,0,10,treat
lentils,type 2 diabetes,FOOD00098,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
linum usitatissimum,migraine,FOOD00101,SNOMEDCT_US_2020_09_01:155046006,0,3,treat
liquor,coronary disease,FOOD00616,SNOMEDCT_US_2020_09_01:53741008,0,8,treat
lupinus albus,celiac disease,FOOD00403,SNOMEDCT_US_2020_09_01:197477005,0,2,treat
mangifera indica,asthma,FOOD00106,SNOMEDCT_US_2020_09_01:187687003,0,2,treat
millet,diabetes mellitus,FOOD00126,SNOMEDCT_US_2020_09_01:267467004,0,4,treat
momordica charantia,diabetes,FOOD00115,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
momordica charantia,hyperglycemia,FOOD00115,SNOMEDCT_US_2020_09_01:144187006,0,4,treat
mulberry,obesity,FOOD00116,SNOMEDCT_US_2020_09_01:5476005,0,3,treat
mushrooms,prostate cancer,FOOD00853,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
nuts,atherosclerosis,FOOD00869,SNOMEDCT_US_2020_09_01:155414001,0,12,treat
nuts,epilepsy,FOOD00869,SNOMEDCT_US_2020_09_01:267698007,0,6,treat
nuts,stroke,FOOD00869,SNOMEDCT_US_2020_09_01:266312006,0,6,treat
nuts,type 2 diabetes,FOOD00869,SNOMEDCT_US_2020_09_01:44054006,0,3,treat
oat,diabetes,FOOD00022,SNOMEDCT_US_2020_09_01:267467004,0,16,treat
olive oil,Alzheimer's disease,FOOD00909,SNOMEDCT_US_2020_09_01:73768007,0,3,treat
olive oil,Breast Cancer,FOOD00909,SNOMEDCT_US_2020_09_01:254837009,0,5,treat
olive oil,atherosclerosis,FOOD00909,SNOMEDCT_US_2020_09_01:155414001,0,3,treat
olive oil,breast cancer,FOOD00909,SNOMEDCT_US_2020_09_01:254837009,0,22,treat
olive oil,breast tumor,FOOD00909,SNOMEDCT_US_2020_09_01:254837009,0,4,treat
olive oil,cancers,FOOD00909,SNOMEDCT_US_2020_09_01:269513004,0,16,treat
olive oil,coronary heart disease,FOOD00909,SNOMEDCT_US_2020_09_01:53741008,0,16,treat
olive oil,diabetes,FOOD00909,SNOMEDCT_US_2020_09_01:267467004,0,17,treat
olive oil,epilepsy,FOOD00909,SNOMEDCT_US_2020_09_01:267698007,0,6,treat
olive oil,gastric cancer,FOOD00909,SNOMEDCT_US_2020_09_01:126824007,0,4,treat
olive oil,hypertension,FOOD00909,SNOMEDCT_US_2020_09_01:38341003,0,10,treat
olive oil,metabolic diseases,FOOD00909,SNOMEDCT_US_2020_09_01:75934005,0,3,treat
olive oil,metabolic syndrome,FOOD00909,SNOMEDCT_US_2020_09_01:75934005,0,10,treat
olive oil,myocardial infarction,FOOD00909,SNOMEDCT_US_2020_09_01:66514008,0,5,treat
olive oil,neurodegenerative disease,FOOD00909,SNOMEDCT_US_2020_09_01:362975008,0,7,treat
olive oil,neurodegenerative diseases,FOOD00909,SNOMEDCT_US_2020_09_01:362975008,0,37,treat
olive oil,obesity,FOOD00909,SNOMEDCT_US_2020_09_01:5476005,0,3,treat
olive oil,osteoporosis,FOOD00909,SNOMEDCT_US_2020_09_01:156825006,0,4,treat
olive oil,stroke,FOOD00909,SNOMEDCT_US_2020_09_01:266312006,0,36,treat
olive oil,type 2 diabetes,FOOD00909,SNOMEDCT_US_2020_09_01:44054006,0,19,treat
opuntia,diabetes,FOOD00440,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
opuntia,diabetes mellitus,FOOD00440,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
oryza sativa,celiac disease,FOOD00125,SNOMEDCT_US_2020_09_01:197477005,0,2,treat
oryza sativa,diabetes,FOOD00125,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
panax,alopecia,FOOD00219,SNOMEDCT_US_2020_09_01:270504008,0,2,treat
panax,amnesia,FOOD00219,SNOMEDCT_US_2020_09_01:247606008,0,2,treat
panax,diabetes,FOOD00219,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
panax,hyperglycemia,FOOD00219,SNOMEDCT_US_2020_09_01:144187006,0,3,treat
panax,hypertension,FOOD00219,SNOMEDCT_US_2020_09_01:38341003,0,3,treat
panax,metabolic diseases,FOOD00219,SNOMEDCT_US_2020_09_01:75934005,0,2,treat
panax,migraine,FOOD00219,SNOMEDCT_US_2020_09_01:155046006,0,3,treat
panax,obesity,FOOD00219,SNOMEDCT_US_2020_09_01:5476005,0,2,treat
panax,stroke,FOOD00219,SNOMEDCT_US_2020_09_01:266312006,0,2,treat
papaya,prostate cancer,FOOD00041,SNOMEDCT_US_2020_09_01:93974005,0,15,treat
pear,diabetes mellitus,FOOD00152,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
pear,metabolic diseases,FOOD00152,SNOMEDCT_US_2020_09_01:75934005,0,2,treat
piper nigrum,cancers,FOOD00139,SNOMEDCT_US_2020_09_01:269513004,0,15,treat
pisum sativum,anemia,FOOD00141,SNOMEDCT_US_2020_09_01:64593003,0,2,treat
pisum sativum,asthma,FOOD00141,SNOMEDCT_US_2020_09_01:187687003,0,2,treat
pisum sativum,measles,FOOD00141,SNOMEDCT_US_2020_09_01:154338006,0,2,treat
pisum sativum,syphilis,FOOD00141,SNOMEDCT_US_2020_09_01:736686006,0,2,treat
pisum sativum,yellow fever,FOOD00141,SNOMEDCT_US_2020_09_01:154345006,0,2,treat
pomegranate,colon cancer,FOOD00151,SNOMEDCT_US_2020_09_01:363406005,0,10,treat
pomegranate,liver cancer,FOOD00151,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
pomegranate,prostate cancer,FOOD00151,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
potato,renal cell carcinoma,FOOD00175,SNOMEDCT_US_2020_09_01:254915003,0,20,treat
prickly pear,diabetes,FOOD00440,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
prunus,diarrhea,FOOD00143,SNOMEDCT_US_2020_09_01:154268000,0,3,treat
pulses,diabetes,FOOD00867,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
pulses,type 2 diabetes,FOOD00867,SNOMEDCT_US_2020_09_01:44054006,0,12,treat
punica granatum,cystitis,FOOD00151,SNOMEDCT_US_2020_09_01:38822007,0,3,treat
punica granatum,diarrhea,FOOD00151,SNOMEDCT_US_2020_09_01:154268000,0,2,treat
punica granatum,psoriasis,FOOD00151,SNOMEDCT_US_2020_09_01:156369008,0,3,treat
raphanus sativus,anemia,FOOD00153,SNOMEDCT_US_2020_09_01:64593003,0,2,treat
raphanus sativus,asthma,FOOD00153,SNOMEDCT_US_2020_09_01:187687003,0,2,treat
raphanus sativus,measles,FOOD00153,SNOMEDCT_US_2020_09_01:154338006,0,2,treat
red onion,ovarian cancer,FOOD00962,SNOMEDCT_US_2020_09_01:123843001,0,4,treat
red wine,Breast Cancer,FOOD00911,SNOMEDCT_US_2020_09_01:254837009,0,20,treat
red wine,cerebrovascular disease,FOOD00911,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
red wine,coronary heart disease,FOOD00911,SNOMEDCT_US_2020_09_01:53741008,0,18,treat
red wine,coronary heart diseases,FOOD00911,SNOMEDCT_US_2020_09_01:53741008,0,2,treat
red wine,diabetes,FOOD00911,SNOMEDCT_US_2020_09_01:267467004,0,9,treat
red wine,heart disease,FOOD00911,SNOMEDCT_US_2020_09_01:194707003,0,3,treat
red wine,lung cancer,FOOD00911,SNOMEDCT_US_2020_09_01:187864008,0,2,treat
red wine,mammary tumors,FOOD00911,SNOMEDCT_US_2020_09_01:254837009,0,3,treat
red wine,type 2 diabetes,FOOD00911,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
red wine,vascular diseases,FOOD00911,SNOMEDCT_US_2020_09_01:432119003,0,2,treat
rice,atopic dermatitis,FOOD00125,SNOMEDCT_US_2020_09_01:156331003,0,3,treat
rice,celiac disease,FOOD00125,SNOMEDCT_US_2020_09_01:197477005,0,2,treat
rice,diabetes,FOOD00125,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
saffron,asthma,FOOD00063,SNOMEDCT_US_2020_09_01:187687003,0,3,treat
saffron,cancers,FOOD00063,SNOMEDCT_US_2020_09_01:269513004,0,30,treat
salt,stroke,FOOD00647,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
sisymbrium,anemia,FOOD00475,SNOMEDCT_US_2020_09_01:64593003,0,2,treat
sisymbrium,asthma,FOOD00475,SNOMEDCT_US_2020_09_01:187687003,0,2,treat
sisymbrium,measles,FOOD00475,SNOMEDCT_US_2020_09_01:154338006,0,2,treat
sisymbrium,syphilis,FOOD00475,SNOMEDCT_US_2020_09_01:736686006,0,2,treat
sisymbrium,yellow fever,FOOD00475,SNOMEDCT_US_2020_09_01:154345006,0,2,treat
soy bean,pancreatitis,FOOD00085,SNOMEDCT_US_2020_09_01:393591004,0,4,treat
strawberry,hypertension,FOOD00083,SNOMEDCT_US_2020_09_01:38341003,0,2,treat
sweet potato,malignant tumor,FOOD00092,SNOMEDCT_US_2020_09_01:269513004,0,2,treat
sweet potato,renal cell carcinoma,FOOD00092,SNOMEDCT_US_2020_09_01:254915003,0,20,treat
tea,breast cancer,FOOD00038,SNOMEDCT_US_2020_09_01:254837009,0,10,treat
tea,colon cancer,FOOD00038,SNOMEDCT_US_2020_09_01:363406005,0,9,treat
tea,colorectal cancer,FOOD00038,SNOMEDCT_US_2020_09_01:93854002,0,3,treat
tea,coronary disease,FOOD00038,SNOMEDCT_US_2020_09_01:53741008,0,8,treat
tea,diabetes,FOOD00038,SNOMEDCT_US_2020_09_01:267467004,0,8,treat
tea,hypertension,FOOD00038,SNOMEDCT_US_2020_09_01:38341003,0,5,treat
tea,liver disease,FOOD00038,SNOMEDCT_US_2020_09_01:62857009,0,2,treat
tea,metabolic syndrome,FOOD00038,SNOMEDCT_US_2020_09_01:75934005,0,2,treat
tea,obesity,FOOD00038,SNOMEDCT_US_2020_09_01:5476005,0,13,treat
tea,osteoporosis,FOOD00038,SNOMEDCT_US_2020_09_01:156825006,0,2,treat
tea,stroke,FOOD00038,SNOMEDCT_US_2020_09_01:266312006,0,4,treat
thistle,Type 2 diabetes mellitus,FOOD00606,SNOMEDCT_US_2020_09_01:44054006,0,6,treat
thistle,liver diseases,FOOD00606,SNOMEDCT_US_2020_09_01:62857009,0,9,treat
tofu,prostate cancer,FOOD00696,SNOMEDCT_US_2020_09_01:93974005,0,2,treat
trifolium pratense,alopecia,FOOD00930,SNOMEDCT_US_2020_09_01:270504008,0,2,treat
trigonella foenum-graecum,diabetes,FOOD00186,SNOMEDCT_US_2020_09_01:267467004,0,14,treat
triticum aestivum,diarrhea,FOOD00187,SNOMEDCT_US_2020_09_01:154268000,0,2,treat
turmeric,liver cancer,FOOD00068,SNOMEDCT_US_2020_09_01:187771009,0,45,treat
vaccinium macrocarpon,psoriasis,FOOD00192,SNOMEDCT_US_2020_09_01:156369008,0,3,treat
vaccinium macrocarpon,urinary tract infections,FOOD00192,SNOMEDCT_US_2020_09_01:197833009,0,4,treat
vaccinium vitis-idaea,obesity,FOOD00194,SNOMEDCT_US_2020_09_01:5476005,0,4,treat
vinegar,diabetes,FOOD00628,SNOMEDCT_US_2020_09_01:267467004,0,15,treat
water,dermatitis,FOOD00664,SNOMEDCT_US_2020_09_01:238538009,0,2,treat
water,diabetes,FOOD00664,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
water,hyperglycemia,FOOD00664,SNOMEDCT_US_2020_09_01:144187006,0,10,treat
water,hypertension,FOOD00664,SNOMEDCT_US_2020_09_01:38341003,0,4,treat
water,obesity,FOOD00664,SNOMEDCT_US_2020_09_01:5476005,0,3,treat
watermelon,hypertension,FOOD00052,SNOMEDCT_US_2020_09_01:38341003,0,8,treat
watermelon,prostate cancer,FOOD00052,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
wheat,spina bifida,FOOD00561,SNOMEDCT_US_2020_09_01:156888006,0,2,treat
whey,Type 2 diabetes,FOOD00658,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
whey,glucose intolerance,FOOD00658,SNOMEDCT_US_2020_09_01:267426009,0,5,treat
whey,metabolic syndrome,FOOD00658,SNOMEDCT_US_2020_09_01:75934005,0,8,treat
whey,obesity,FOOD00658,SNOMEDCT_US_2020_09_01:5476005,0,7,treat
whey,type 2 diabetes,FOOD00658,SNOMEDCT_US_2020_09_01:44054006,0,33,treat
whey,type 2 diabetes mellitus,FOOD00658,SNOMEDCT_US_2020_09_01:44054006,0,5,treat
white wine,diabetes,FOOD00917,SNOMEDCT_US_2020_09_01:267467004,0,8,treat
yogurt,breast cancer,FOOD00620,SNOMEDCT_US_2020_09_01:254837009,0,15,treat
yogurt,heart disease,FOOD00620,SNOMEDCT_US_2020_09_01:194707003,0,12,treat
yogurt,hyperphosphatemia,FOOD00620,SNOMEDCT_US_2020_09_01:20165001,0,2,treat
yogurt,hypertension,FOOD00620,SNOMEDCT_US_2020_09_01:38341003,0,12,treat
yogurt,obesity,FOOD00620,SNOMEDCT_US_2020_09_01:5476005,0,12,treat
yogurt,stroke,FOOD00620,SNOMEDCT_US_2020_09_01:266312006,0,10,treat
yogurt,type 2 diabetes,FOOD00620,SNOMEDCT_US_2020_09_01:44054006,0,34,treat
zea mays,celiac disease,FOOD00205,SNOMEDCT_US_2020_09_01:197477005,0,2,treat
zingiber officinale,arthritis,FOOD00206,SNOMEDCT_US_2020_09_01:372091005,0,4,treat
zingiber officinale,bronchitis,FOOD00206,SNOMEDCT_US_2020_09_01:155566007,0,3,treat
zingiber officinale,cancers,FOOD00206,SNOMEDCT_US_2020_09_01:269513004,0,16,treat
zingiber officinale,colorectal cancer,FOOD00206,SNOMEDCT_US_2020_09_01:93854002,0,5,treat
zingiber officinale,constipation,FOOD00206,SNOMEDCT_US_2020_09_01:363693003,0,7,treat
zingiber officinale,diabetes mellitus,FOOD00206,SNOMEDCT_US_2020_09_01:267467004,0,4,treat
zingiber officinale,diarrhea,FOOD00206,SNOMEDCT_US_2020_09_01:154268000,0,10,treat
zingiber officinale,diarrhoea,FOOD00206,SNOMEDCT_US_2020_09_01:154268000,0,2,treat
zingiber officinale,dysentery,FOOD00206,SNOMEDCT_US_2020_09_01:154268000,0,3,treat
zingiber officinale,gastrointestinal diseases,FOOD00206,SNOMEDCT_US_2020_09_01:53619000,0,2,treat
zingiber officinale,gastrointestinal disorders,FOOD00206,SNOMEDCT_US_2020_09_01:53619000,0,5,treat
zingiber officinale,helminthiasis,FOOD00206,SNOMEDCT_US_2020_09_01:187518006,0,4,treat
zingiber officinale,hepatoma,FOOD00206,SNOMEDCT_US_2019_09_01:109841003,0,2,treat
zingiber officinale,hyperglycemia,FOOD00206,SNOMEDCT_US_2020_09_01:144187006,0,6,treat
zingiber officinale,hypertension,FOOD00206,SNOMEDCT_US_2020_09_01:38341003,0,7,treat
zingiber officinale,motion sickness,FOOD00206,SNOMEDCT_US_2020_09_01:37031009,0,2,treat
zingiber officinale,obesity,FOOD00206,SNOMEDCT_US_2020_09_01:5476005,0,5,treat
zingiber officinale,type 2 diabetes mellitus,FOOD00206,SNOMEDCT_US_2020_09_01:44054006,0,3,treat
zingiber officinale,ulcerative colitis,FOOD00206,SNOMEDCT_US_2020_09_01:441971007,0,2,treat
