term1,term2,snomedct,entity_id_y,is_cause,is_treat,relation
olive oil,Breast Cancer,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1612,0,5,treat
olive oil,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1936,0,3,treat
olive oil,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1612,0,21,treat
olive oil,breast tumor,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1612,0,4,treat
olive oil,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:162,0,16,treat
olive oil,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:3393,0,16,treat
olive oil,dementia,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1307,0,11,treat
olive oil,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:9351,0,10,treat
olive oil,epilepsy,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1826,0,6,treat
olive oil,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:10534,0,4,treat
olive oil,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:10763,0,10,treat
olive oil,metabolic acidosis,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:0050758,0,7,treat
olive oil,metabolic diseases,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:0014667,0,3,treat
olive oil,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:0014667,0,3,treat
olive oil,neurodegenerative disease,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1289,0,7,treat
olive oil,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1289,0,37,treat
olive oil,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:9970,0,3,treat
olive oil,osteoporosis,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:11476,0,4,treat
olive oil,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:6713,0,16,treat
olive oil,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:9352,0,19,treat
olive oil mixture,eczema,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:2723,0,3,treat
olive oil mixture,psoriasis,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:8893,0,3,treat
onion,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,DOID:1612,0,4,treat
onion,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,DOID:10763,0,8,treat
other dairy,heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:114,0,6,treat
other dairy,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:10763,0,6,treat
other dairy,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:9970,0,6,treat
other dairy,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:9352,0,6,treat
other fruits,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,DOID:10283,0,5,treat
other fruits,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,DOID:10283,0,5,treat
papaya,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,DOID:10283,0,5,treat
papaya,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,DOID:10283,0,5,treat
pear,diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/735050002,DOID:9351,0,2,treat
pear,metabolic diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735050002,DOID:0014667,0,2,treat
peas,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260184002,DOID:9351,0,3,treat
potato,renal cell carcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/735053000,DOID:4450,0,20,treat
prickly pear,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:9351,0,3,treat
pulses,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227350006,DOID:9352,0,4,treat
pulses,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260184002,DOID:9352,0,4,treat
pumpkin,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227260004,DOID:9351,0,2,treat
raspberries,arthritis,http://purl.bioontology.org/ontology/SNOMEDCT/227444000,DOID:848,0,3,treat
red onion,ovarian cancer,http://purl.bioontology.org/ontology/SNOMEDCT/442361000124108***http://purl.bioontology.org/ontology/SNOMEDCT/735047000,DOID:2394,0,2,treat
red wine,Breast Cancer,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:1612,0,15,treat
red wine,cerebrovascular disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:6713,0,3,treat
red wine,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,DOID:3393,0,2,treat
red wine,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:3393,0,11,treat
red wine,coronary heart diseases,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:3393,0,2,treat
red wine,dementia,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:1307,0,2,treat
red wine,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:9351,0,6,treat
red wine,lung cancer,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:1324,0,2,treat
red wine,mammary tumors,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:1612,0,3,treat
red wine,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:9352,0,4,treat
red wine,vascular diseases,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:178,0,2,treat
rice,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,DOID:3310,0,3,treat
rice,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,DOID:9351,0,3,treat
saffron,asthma,http://purl.bioontology.org/ontology/SNOMEDCT/735010000,DOID:2841,0,3,treat
saffron,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/735010000,DOID:162,0,15,treat
strawberries,arthritis,http://purl.bioontology.org/ontology/SNOMEDCT/102261002,DOID:848,0,3,treat
sweet potato,malignant tumor,http://purl.bioontology.org/ontology/SNOMEDCT/735053000***http://purl.bioontology.org/ontology/SNOMEDCT/735004000,DOID:162,0,2,treat
sweet potato,renal cell carcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/735053000***http://purl.bioontology.org/ontology/SNOMEDCT/735004000,DOID:4450,0,20,treat
tea,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:1612,0,10,treat
tea,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:219,0,9,treat
tea,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:9256,0,3,treat
tea,dementia,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:1307,0,2,treat
tea,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:9351,0,6,treat
tea,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:10763,0,5,treat
tea,liver disease,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:409,0,2,treat
tea,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:9970,0,3,treat
tea,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:9970,0,4,treat
tea,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,DOID:9970,0,4,treat
tea,osteoporosis,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:11476,0,2,treat
tea,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:6713,0,4,treat
thistle,Type 2 diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:9352,0,6,treat
thistle,liver diseases,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:409,0,7,treat
thistle,nonalcoholic steatohepatitis,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:0080547,0,6,treat
tofu,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227365007,DOID:10283,0,2,treat
tomato,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,DOID:162,0,3,treat
tomato,gastritis,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,DOID:4029,0,2,treat
tomato,gastroesophageal reflux,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,DOID:8534,0,2,treat
tomato,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,DOID:10283,0,23,treat
tomato sauce,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227519005***http://purl.bioontology.org/ontology/SNOMEDCT/734881000***http://purl.bioontology.org/ontology/SNOMEDCT/227536002,DOID:10283,0,15,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227218003,DOID:3571,0,9,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:3571,0,9,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,DOID:3571,0,9,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:3571,0,9,treat
vegetables,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:10534,0,8,treat
vinegar,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,DOID:9351,0,5,treat
vinegar,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260177005,DOID:9351,0,5,treat
watermelon,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,DOID:10763,0,8,treat
watermelon,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,DOID:10283,0,5,treat
well-known spice,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/24515005,DOID:10763,0,3,treat
wheat flour,allergic disease,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,DOID:1205,0,5,treat
wheat flour,anencephaly,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,DOID:0060668,0,3,treat
wheat flour,neural tube defects,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,DOID:0080074,0,3,treat
wheat flour,spina bifida,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,DOID:0080016,0,3,treat
whey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,DOID:9352,0,7,treat
whey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:9352,0,7,treat
whey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:9352,0,7,treat
white wine,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,DOID:9351,0,4,treat
white wine,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,DOID:9351,0,4,treat
wine,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,DOID:1936,0,3,treat
wine,coronary disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,DOID:3393,0,8,treat
wine,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,DOID:9970,0,4,treat
yogurt,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:1612,0,15,treat
yogurt,heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:114,0,6,treat
yogurt,hyperphosphatemia,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:0050459,0,2,treat
yogurt,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:10763,0,6,treat
yogurt,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:9970,0,6,treat
yogurt,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,DOID:9352,0,7,treat
yogurt,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:9352,0,14,treat
yogurt,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:9352,0,7,treat
