term1,term2,foodon,nci_disease,is_cause,is_treat,relation
vinegar,diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C2985,0,5,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/FOODON_03301705,NCI:C2985,0,5,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3673,NCI:C2985,0,5,treat
walnuts,breast cancer,http://purl.obolibrary.org/obo/NCBITaxon_16718,NCI:C9335,0,2,treat
walnuts,mammary cancer,http://purl.obolibrary.org/obo/NCBITaxon_16718,NCI:C9335,0,2,treat
water,dermatitis,http://purl.obolibrary.org/obo/ENVO_00002006,NCI:C2983,0,2,treat
water,diabetes,http://purl.obolibrary.org/obo/ENVO_00002006,NCI:C2985,0,2,treat
water,hyperglycemia,http://purl.obolibrary.org/obo/CHEBI_33290,NCI:C26797,0,5,treat
water,hyperglycemia,http://purl.obolibrary.org/obo/ENVO_00002006,NCI:C26797,0,5,treat
water,hypertension,http://purl.obolibrary.org/obo/ENVO_00002006,NCI:C3117,0,4,treat
water,obesity,http://purl.obolibrary.org/obo/ENVO_00002006,NCI:C159658,0,3,treat
well-known spice,hypertension,http://purl.obolibrary.org/obo/FOODON_03303380,NCI:C3117,0,3,treat
whey,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C26747,0,7,treat
white wine,diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C2985,0,4,treat
worldwide food,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,NCI:C2985,0,2,treat
yogurt,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C26747,0,7,treat
