term1,term2,foodon,umls_disease,is_cause,is_treat,relation
onion,hypertension,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,UMLS_CUI:C0020538,0,8,treat
other fruits,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,UMLS_CUI:C0033578,0,5,treat
papaya,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,UMLS_CUI:C0033578,0,5,treat
pear,diabetes mellitus,http://purl.obolibrary.org/obo/NCBITaxon_23211***http://purl.obolibrary.org/obo/FOODON_03301724,UMLS_CUI:C0011849,0,2,treat
pear,metabolic diseases,http://purl.obolibrary.org/obo/NCBITaxon_23211***http://purl.obolibrary.org/obo/FOODON_03301724,UMLS_CUI:C0025517,0,2,treat
peas,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,UMLS_CUI:C0011849,0,3,treat
potato,renal cell carcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4113,UMLS_CUI:C0007134,0,20,treat
prickly pear,diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0011849,0,3,treat
pulses,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,UMLS_CUI:C0011849,0,2,treat
pulses,type 2 diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,UMLS_CUI:C0011860,0,4,treat
red onion,ovarian cancer,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,UMLS_CUI:C1299247,0,2,treat
red wine,Breast Cancer,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0006142,0,15,treat
red wine,cerebrovascular disease,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0007820,0,3,treat
red wine,coronary heart disease,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0151744,0,11,treat
red wine,coronary heart diseases,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0151744,0,2,treat
red wine,dementia,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0154319,0,2,treat
red wine,diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0011849,0,6,treat
red wine,lung cancer,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0024624,0,2,treat
red wine,mammary tumors,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0006142,0,3,treat
red wine,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0011860,0,4,treat
red wine,vascular diseases,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0752127,0,2,treat
rice,atopic dermatitis,http://purl.obolibrary.org/obo/NCBITaxon_4530,UMLS_CUI:C0011615,0,3,treat
rice,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_4530,UMLS_CUI:C0011849,0,3,treat
salt,stroke,http://purl.obolibrary.org/obo/CHEBI_24866,UMLS_CUI:C0007820,0,3,treat
sweet potato,malignant tumor,http://purl.obolibrary.org/obo/NCBITaxon_4113***http://purl.obolibrary.org/obo/NCBITaxon_4120,UMLS_CUI:C0006826,0,2,treat
sweet potato,renal cell carcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4113***http://purl.obolibrary.org/obo/NCBITaxon_4120,UMLS_CUI:C0007134,0,20,treat
tea,colon cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0007102,0,9,treat
tea,dementia,http://purl.obolibrary.org/obo/FOODON_03301072,UMLS_CUI:C0154319,0,2,treat
thistle,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0011860,0,6,treat
thistle,liver diseases,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0023895,0,7,treat
thistle,liver diseases,http://purl.obolibrary.org/obo/UBERON_0002107,UMLS_CUI:C0023895,0,2,treat
tomato,cancers,http://purl.obolibrary.org/obo/NCBITaxon_4081,UMLS_CUI:C0006826,0,3,treat
tomato,gastritis,http://purl.obolibrary.org/obo/NCBITaxon_4081,UMLS_CUI:C0017152,0,2,treat
tomato,gastroesophageal reflux,http://purl.obolibrary.org/obo/NCBITaxon_4081,UMLS_CUI:C0017168,0,2,treat
tomato,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,UMLS_CUI:C0033578,0,23,treat
tomato sauce,prostate cancer,http://purl.obolibrary.org/obo/FOODON_03301217***http://purl.obolibrary.org/obo/NCBITaxon_4081***http://purl.obolibrary.org/obo/FOODON_03311146,UMLS_CUI:C0033578,0,15,treat
turmeric,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0854795,0,9,treat
turmeric,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0854795,0,9,treat
vegetables,gastric cancer,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0024623,0,8,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,UMLS_CUI:C0011849,0,5,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/FOODON_03301705,UMLS_CUI:C0011849,0,5,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3673,UMLS_CUI:C0011849,0,5,treat
walnuts,breast cancer,http://purl.obolibrary.org/obo/NCBITaxon_16718,UMLS_CUI:C0006142,0,2,treat
walnuts,mammary cancer,http://purl.obolibrary.org/obo/NCBITaxon_16718,UMLS_CUI:C0006142,0,2,treat
water,dermatitis,http://purl.obolibrary.org/obo/ENVO_00002006,UMLS_CUI:C0011603,0,2,treat
water,diabetes,http://purl.obolibrary.org/obo/ENVO_00002006,UMLS_CUI:C0011849,0,2,treat
water,hyperglycemia,http://purl.obolibrary.org/obo/CHEBI_33290,UMLS_CUI:C0020456,0,5,treat
water,hyperglycemia,http://purl.obolibrary.org/obo/ENVO_00002006,UMLS_CUI:C0020456,0,5,treat
water,hypertension,http://purl.obolibrary.org/obo/ENVO_00002006,UMLS_CUI:C0020538,0,4,treat
water,obesity,http://purl.obolibrary.org/obo/ENVO_00002006,UMLS_CUI:C0028754,0,3,treat
well-known spice,hypertension,http://purl.obolibrary.org/obo/FOODON_03303380,UMLS_CUI:C0020538,0,3,treat
whey,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0011860,0,7,treat
white wine,diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,UMLS_CUI:C0011849,0,4,treat
worldwide food,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,UMLS_CUI:C0011849,0,2,treat
yogurt,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0011860,0,7,treat
