term1,term2,snomedct,snomedct_disease,is_cause,is_treat,relation
honey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
honey,urinary tract infections,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:197833009,0,3,treat
lemon,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/735340006,SNOMEDCT_US_2020_09_01:73768007,0,3,treat
lemon,gastritis,http://purl.bioontology.org/ontology/SNOMEDCT/735340006,SNOMEDCT_US_2020_09_01:155711008,0,2,treat
lemon,gastroesophageal reflux,http://purl.bioontology.org/ontology/SNOMEDCT/735340006,SNOMEDCT_US_2020_09_01:235595009,0,2,treat
lemon,pneumonia,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:266391003,0,10,treat
lemon,pulmonary fibrosis,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:155613001,0,10,treat
lentils,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227350006,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
manner,motion sickness,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:37031009,0,2,treat
meat,Hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/28647000,SNOMEDCT_US_2020_09_01:38341003,0,11,treat
meat,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/28647000,SNOMEDCT_US_2020_09_01:38341003,0,7,treat
milk,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:269513004,0,8,treat
milk,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:267467004,0,15,treat
milk,food allergies,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:213018006,0,12,treat
milk,gout,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:90560007,0,3,treat
milk,hereditary angioedema,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:82966003,0,2,treat
milk,lactose intolerance,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:267497007,0,2,treat
milk,liver disease,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:62857009,0,9,treat
milk,liver diseases,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:62857009,0,21,treat
milk,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:75934005,0,4,treat
milk,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:266312006,0,7,treat
milk,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:44054006,0,2,treat
milk products,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:38341003,0,4,treat
nuts,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
nuts,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
nuts,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
nuts,epilepsy,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:267698007,0,6,treat
nuts,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:266312006,0,6,treat
nuts,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:44054006,0,3,treat
oatmeal,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/226725004,SNOMEDCT_US_2020_09_01:156331003,0,3,treat
oats,celiac disease,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,SNOMEDCT_US_2020_09_01:197477005,0,5,treat
oats,coeliac disease,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,SNOMEDCT_US_2020_09_01:197477005,0,5,treat
oats,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,SNOMEDCT_US_2020_09_01:93854002,0,5,treat
oats,inflammatory bowel disease,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,SNOMEDCT_US_2020_09_01:155759008,0,5,treat
oil or,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:267467004,0,7,treat
oil or,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:75934005,0,7,treat
olive oil,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:73768007,0,3,treat
olive oil,Breast Cancer,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:254837009,0,5,treat
olive oil,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:155414001,0,3,treat
olive oil,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:254837009,0,21,treat
olive oil,breast tumor,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:254837009,0,4,treat
olive oil,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:269513004,0,16,treat
olive oil,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:53741008,0,16,treat
olive oil,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:267467004,0,10,treat
olive oil,epilepsy,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:267698007,0,6,treat
olive oil,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:126824007,0,4,treat
olive oil,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:38341003,0,10,treat
olive oil,metabolic diseases,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:75934005,0,3,treat
olive oil,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:75934005,0,3,treat
olive oil,neurodegenerative disease,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:362975008,0,7,treat
olive oil,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:362975008,0,37,treat
olive oil,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:5476005,0,3,treat
olive oil,osteoporosis,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:156825006,0,4,treat
olive oil,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:266312006,0,16,treat
olive oil,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:44054006,0,19,treat
olive oil mixture,eczema,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:238538009,0,3,treat
olive oil mixture,psoriasis,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:156369008,0,3,treat
onion,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,SNOMEDCT_US_2020_09_01:254837009,0,4,treat
onion,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/735047000,SNOMEDCT_US_2020_09_01:38341003,0,8,treat
other dairy,heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:194707003,0,6,treat
other dairy,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:38341003,0,6,treat
other dairy,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:5476005,0,6,treat
other dairy,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:44054006,0,6,treat
other fruits,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
other fruits,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
papaya,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
papaya,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
pear,diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/735050002,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
pear,metabolic diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735050002,SNOMEDCT_US_2020_09_01:75934005,0,2,treat
peas,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260184002,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
potato,renal cell carcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/735053000,SNOMEDCT_US_2020_09_01:254915003,0,20,treat
prickly pear,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
pulses,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227350006,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
pulses,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260184002,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
pumpkin,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227260004,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
raspberries,arthritis,http://purl.bioontology.org/ontology/SNOMEDCT/227444000,SNOMEDCT_US_2020_09_01:372091005,0,3,treat
red onion,ovarian cancer,http://purl.bioontology.org/ontology/SNOMEDCT/442361000124108***http://purl.bioontology.org/ontology/SNOMEDCT/735047000,SNOMEDCT_US_2020_09_01:123843001,0,2,treat
red wine,Breast Cancer,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:254837009,0,15,treat
red wine,cerebrovascular disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
red wine,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,SNOMEDCT_US_2020_09_01:53741008,0,2,treat
red wine,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:53741008,0,11,treat
red wine,coronary heart diseases,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:53741008,0,2,treat
red wine,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:267467004,0,6,treat
red wine,lung cancer,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:187864008,0,2,treat
red wine,mammary tumors,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:254837009,0,3,treat
red wine,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
red wine,vascular diseases,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:432119003,0,2,treat
rice,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,SNOMEDCT_US_2020_09_01:156331003,0,3,treat
rice,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
saffron,asthma,http://purl.bioontology.org/ontology/SNOMEDCT/735010000,SNOMEDCT_US_2020_09_01:187687003,0,3,treat
saffron,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/735010000,SNOMEDCT_US_2020_09_01:269513004,0,15,treat
strawberries,arthritis,http://purl.bioontology.org/ontology/SNOMEDCT/102261002,SNOMEDCT_US_2020_09_01:372091005,0,3,treat
sweet potato,malignant tumor,http://purl.bioontology.org/ontology/SNOMEDCT/735053000***http://purl.bioontology.org/ontology/SNOMEDCT/735004000,SNOMEDCT_US_2020_09_01:269513004,0,2,treat
sweet potato,renal cell carcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/735053000***http://purl.bioontology.org/ontology/SNOMEDCT/735004000,SNOMEDCT_US_2020_09_01:254915003,0,20,treat
tea,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:254837009,0,10,treat
tea,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:363406005,0,9,treat
tea,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:93854002,0,3,treat
tea,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:267467004,0,6,treat
tea,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:38341003,0,5,treat
tea,liver disease,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:62857009,0,2,treat
tea,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:5476005,0,3,treat
tea,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:5476005,0,4,treat
tea,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,SNOMEDCT_US_2020_09_01:5476005,0,4,treat
tea,osteoporosis,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:156825006,0,2,treat
tea,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:266312006,0,4,treat
thistle,Type 2 diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:44054006,0,6,treat
thistle,liver diseases,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:62857009,0,7,treat
tofu,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227365007,SNOMEDCT_US_2020_09_01:93974005,0,2,treat
tomato,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,SNOMEDCT_US_2020_09_01:269513004,0,3,treat
tomato,gastritis,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,SNOMEDCT_US_2020_09_01:155711008,0,2,treat
tomato,gastroesophageal reflux,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,SNOMEDCT_US_2020_09_01:235595009,0,2,treat
tomato,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/734881000,SNOMEDCT_US_2020_09_01:93974005,0,23,treat
tomato sauce,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227519005***http://purl.bioontology.org/ontology/SNOMEDCT/734881000***http://purl.bioontology.org/ontology/SNOMEDCT/227536002,SNOMEDCT_US_2020_09_01:93974005,0,15,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227218003,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
turmeric,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
vegetables,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:126824007,0,8,treat
vinegar,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
vinegar,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260177005,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
watermelon,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,SNOMEDCT_US_2020_09_01:38341003,0,8,treat
watermelon,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/419420009,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
well-known spice,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/24515005,SNOMEDCT_US_2020_09_01:38341003,0,3,treat
wheat flour,allergic disease,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,SNOMEDCT_US_2020_09_01:257550005,0,5,treat
wheat flour,spina bifida,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,SNOMEDCT_US_2020_09_01:156888006,0,3,treat
whey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
whey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
whey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
white wine,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,SNOMEDCT_US_2020_09_01:267467004,0,4,treat
white wine,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/35748005***http://purl.bioontology.org/ontology/SNOMEDCT/58732000,SNOMEDCT_US_2020_09_01:267467004,0,4,treat
wine,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,SNOMEDCT_US_2020_09_01:155414001,0,3,treat
wine,coronary disease,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,SNOMEDCT_US_2020_09_01:53741008,0,8,treat
wine,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/35748005,SNOMEDCT_US_2020_09_01:5476005,0,4,treat
yogurt,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:254837009,0,15,treat
yogurt,heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:194707003,0,6,treat
yogurt,hyperphosphatemia,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:20165001,0,2,treat
yogurt,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:38341003,0,6,treat
yogurt,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:5476005,0,6,treat
yogurt,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
yogurt,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:44054006,0,14,treat
yogurt,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
