term1,term2,foodon,snomedct_disease,is_cause,is_treat,relation
olive oil,cancers,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:269513004,0,16,treat
olive oil,coronary heart disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:53741008,0,16,treat
olive oil,diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:267467004,0,10,treat
olive oil,epilepsy,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:267698007,0,6,treat
olive oil,gastric cancer,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:126824007,0,4,treat
olive oil,hypertension,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:38341003,0,10,treat
olive oil,metabolic diseases,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:75934005,0,3,treat
olive oil,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:75934005,0,3,treat
olive oil,neurodegenerative disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:362975008,0,7,treat
olive oil,neurodegenerative diseases,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:362975008,0,37,treat
olive oil,obesity,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:5476005,0,3,treat
olive oil,osteoporosis,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:156825006,0,4,treat
olive oil,stroke,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:266312006,0,16,treat
olive oil,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,SNOMEDCT_US_2020_09_01:44054006,0,19,treat
olive oil mixture,eczema,http://purl.obolibrary.org/obo/UBERON_0036016,SNOMEDCT_US_2020_09_01:238538009,0,3,treat
olive oil mixture,psoriasis,http://purl.obolibrary.org/obo/UBERON_0036016,SNOMEDCT_US_2020_09_01:156369008,0,3,treat
onion,breast cancer,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,SNOMEDCT_US_2020_09_01:254837009,0,4,treat
onion,hypertension,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,SNOMEDCT_US_2020_09_01:38341003,0,8,treat
other fruits,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
papaya,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,SNOMEDCT_US_2020_09_01:93974005,0,5,treat
pear,diabetes mellitus,http://purl.obolibrary.org/obo/NCBITaxon_23211***http://purl.obolibrary.org/obo/FOODON_03301724,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
pear,metabolic diseases,http://purl.obolibrary.org/obo/NCBITaxon_23211***http://purl.obolibrary.org/obo/FOODON_03301724,SNOMEDCT_US_2020_09_01:75934005,0,2,treat
peas,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
potato,renal cell carcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4113,SNOMEDCT_US_2020_09_01:254915003,0,20,treat
prickly pear,diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
pulses,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
pulses,type 2 diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
red onion,ovarian cancer,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,SNOMEDCT_US_2020_09_01:123843001,0,2,treat
red wine,Breast Cancer,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:254837009,0,15,treat
red wine,cerebrovascular disease,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
red wine,coronary heart disease,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:53741008,0,11,treat
red wine,coronary heart diseases,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:53741008,0,2,treat
red wine,diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:267467004,0,6,treat
red wine,lung cancer,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:187864008,0,2,treat
red wine,mammary tumors,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:254837009,0,3,treat
red wine,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
red wine,vascular diseases,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:432119003,0,2,treat
rice,atopic dermatitis,http://purl.obolibrary.org/obo/NCBITaxon_4530,SNOMEDCT_US_2020_09_01:156331003,0,3,treat
rice,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_4530,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
salt,stroke,http://purl.obolibrary.org/obo/CHEBI_24866,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
sweet potato,malignant tumor,http://purl.obolibrary.org/obo/NCBITaxon_4113***http://purl.obolibrary.org/obo/NCBITaxon_4120,SNOMEDCT_US_2020_09_01:269513004,0,2,treat
sweet potato,renal cell carcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4113***http://purl.obolibrary.org/obo/NCBITaxon_4120,SNOMEDCT_US_2020_09_01:254915003,0,20,treat
tea,colon cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,SNOMEDCT_US_2020_09_01:363406005,0,9,treat
thistle,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/UBERON_0001913,SNOMEDCT_US_2020_09_01:44054006,0,6,treat
thistle,liver diseases,http://purl.obolibrary.org/obo/UBERON_0001913,SNOMEDCT_US_2020_09_01:62857009,0,7,treat
thistle,liver diseases,http://purl.obolibrary.org/obo/UBERON_0002107,SNOMEDCT_US_2020_09_01:62857009,0,2,treat
tomato,cancers,http://purl.obolibrary.org/obo/NCBITaxon_4081,SNOMEDCT_US_2020_09_01:269513004,0,3,treat
tomato,gastritis,http://purl.obolibrary.org/obo/NCBITaxon_4081,SNOMEDCT_US_2020_09_01:155711008,0,2,treat
tomato,gastroesophageal reflux,http://purl.obolibrary.org/obo/NCBITaxon_4081,SNOMEDCT_US_2020_09_01:235595009,0,2,treat
tomato,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,SNOMEDCT_US_2020_09_01:93974005,0,23,treat
tomato sauce,prostate cancer,http://purl.obolibrary.org/obo/FOODON_03301217***http://purl.obolibrary.org/obo/NCBITaxon_4081***http://purl.obolibrary.org/obo/FOODON_03311146,SNOMEDCT_US_2020_09_01:93974005,0,15,treat
turmeric,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
turmeric,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
vegetables,gastric cancer,http://purl.obolibrary.org/obo/PO_0009001,SNOMEDCT_US_2020_09_01:126824007,0,8,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/FOODON_03301705,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
vinegar,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3673,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
walnuts,breast cancer,http://purl.obolibrary.org/obo/NCBITaxon_16718,SNOMEDCT_US_2020_09_01:254837009,0,2,treat
walnuts,mammary cancer,http://purl.obolibrary.org/obo/NCBITaxon_16718,SNOMEDCT_US_2020_09_01:254837009,0,2,treat
water,dermatitis,http://purl.obolibrary.org/obo/ENVO_00002006,SNOMEDCT_US_2020_09_01:238538009,0,2,treat
water,diabetes,http://purl.obolibrary.org/obo/ENVO_00002006,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
water,hyperglycemia,http://purl.obolibrary.org/obo/CHEBI_33290,SNOMEDCT_US_2020_09_01:144187006,0,5,treat
water,hyperglycemia,http://purl.obolibrary.org/obo/ENVO_00002006,SNOMEDCT_US_2020_09_01:144187006,0,5,treat
water,hypertension,http://purl.obolibrary.org/obo/ENVO_00002006,SNOMEDCT_US_2020_09_01:38341003,0,4,treat
water,obesity,http://purl.obolibrary.org/obo/ENVO_00002006,SNOMEDCT_US_2020_09_01:5476005,0,3,treat
well-known spice,hypertension,http://purl.obolibrary.org/obo/FOODON_03303380,SNOMEDCT_US_2020_09_01:38341003,0,3,treat
whey,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
white wine,diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,SNOMEDCT_US_2020_09_01:267467004,0,4,treat
worldwide food,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,SNOMEDCT_US_2020_09_01:267467004,0,2,treat
yogurt,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
